48, Bonjibod, 2018-11-15 15:38:50, Assessment - DETAILS, tbl_assessment_details, ADD, 1696
47, Sarabia, 2018-12-05 14:27:08, Assessment - DETAILS, tbl_assessment_details, ADD, 28
47, Sarabia, 2018-12-05 14:27:08, Business Lines, tbl_application_business_line, UPDATE, 28
47, Sarabia, 2018-12-05 14:27:08, Application - EMPLOYEES, tbl_application_form, UPDATE, 28
47, Sarabia, 2018-12-05 14:27:15, Assessment - ASSESSED, tbl_assessment, ADD, 28
47, Sarabia, 2018-12-05 14:27:15, Assessment - ASSESSED, tbl_assessment_fees, ADD, 28
47, Sarabia, 2018-12-05 14:27:16, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 28
70, Bermejo, 2018-12-05 14:27:28, Assessment - APPROVED, tbl_assessment, UPDATE, 26
52, Pabalan, 2018-12-05 14:27:44, Assessment - DETAILS, tbl_assessment_details, ADD, 29
52, Pabalan, 2018-12-05 14:27:44, Business Lines, tbl_application_business_line, UPDATE, 29
52, Pabalan, 2018-12-05 14:27:44, Application - EMPLOYEES, tbl_application_form, UPDATE, 29
52, Pabalan, 2018-12-05 14:27:46, Assessment - ASSESSED, tbl_assessment, ADD, 29
52, Pabalan, 2018-12-05 14:27:46, Assessment - ASSESSED, tbl_assessment_fees, ADD, 29
52, Pabalan, 2018-12-05 14:27:46, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 29
47, Sarabia, 2018-12-05 14:28:01, Assessment - DETAILS, tbl_assessment_details, ADD, 30
47, Sarabia, 2018-12-05 14:28:01, Business Lines, tbl_application_business_line, UPDATE, 30
47, Sarabia, 2018-12-05 14:28:01, Application - EMPLOYEES, tbl_application_form, UPDATE, 30
70, Bermejo, 2018-12-05 14:28:04, Assessment - APPROVED, tbl_assessment, UPDATE, 25
47, Sarabia, 2018-12-05 14:28:07, Assessment - ASSESSED, tbl_assessment, ADD, 30
47, Sarabia, 2018-12-05 14:28:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 30
47, Sarabia, 2018-12-05 14:28:07, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 30
70, Bermejo, 2018-12-05 14:28:43, Assessment - APPROVED, tbl_assessment, UPDATE, 29
47, Sarabia, 2018-12-05 14:28:49, Assessment - DETAILS, tbl_assessment_details, ADD, 32
47, Sarabia, 2018-12-05 14:28:49, Business Lines, tbl_application_business_line, UPDATE, 32
47, Sarabia, 2018-12-05 14:28:49, Application - EMPLOYEES, tbl_application_form, UPDATE, 32
47, Sarabia, 2018-12-05 14:28:54, Assessment - ASSESSED, tbl_assessment, ADD, 32
47, Sarabia, 2018-12-05 14:28:54, Assessment - ASSESSED, tbl_assessment_fees, ADD, 32
47, Sarabia, 2018-12-05 14:28:54, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 32
70, Bermejo, 2018-12-05 14:29:25, Assessment - APPROVED, tbl_assessment, UPDATE, 30
70, Bermejo, 2018-12-05 14:30:11, Assessment - APPROVED, tbl_assessment, UPDATE, 28
70, Bermejo, 2018-12-05 14:30:45, Assessment - APPROVED, tbl_assessment, UPDATE, 32
48, Bonjibod, 2018-12-05 14:35:28, Assessment - DETAILS, tbl_assessment_details, ADD, 35
48, Bonjibod, 2018-12-05 14:35:28, Business Lines, tbl_application_business_line, UPDATE, 35
48, Bonjibod, 2018-12-05 14:35:28, Application - EMPLOYEES, tbl_application_form, UPDATE, 35
52, Pabalan, 2018-12-05 14:35:29, Assessment - DETAILS, tbl_assessment_details, ADD, 34
52, Pabalan, 2018-12-05 14:35:29, Business Lines, tbl_application_business_line, UPDATE, 34
52, Pabalan, 2018-12-05 14:35:29, Application - EMPLOYEES, tbl_application_form, UPDATE, 34
48, Bonjibod, 2018-12-05 14:35:38, Assessment - ASSESSED, tbl_assessment, ADD, 35
48, Bonjibod, 2018-12-05 14:35:38, Assessment - ASSESSED, tbl_assessment_fees, ADD, 35
52, Pabalan, 2018-12-05 14:35:38, Assessment - ASSESSED, tbl_assessment, ADD, 34
52, Pabalan, 2018-12-05 14:35:38, Assessment - ASSESSED, tbl_assessment_fees, ADD, 34
48, Bonjibod, 2018-12-05 14:35:38, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 35
52, Pabalan, 2018-12-05 14:35:38, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 34
52, Pabalan, 2018-12-05 14:38:58, Assessment - DETAILS, tbl_assessment_details, ADD, 40
52, Pabalan, 2018-12-05 14:38:58, Business Lines, tbl_application_business_line, UPDATE, 40
52, Pabalan, 2018-12-05 14:38:58, Application - EMPLOYEES, tbl_application_form, UPDATE, 40
52, Pabalan, 2018-12-05 14:39:01, Assessment - ASSESSED, tbl_assessment, ADD, 40
52, Pabalan, 2018-12-05 14:39:01, Assessment - ASSESSED, tbl_assessment_fees, ADD, 40
52, Pabalan, 2018-12-05 14:39:01, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 40
47, Sarabia, 2018-12-05 14:39:22, Assessment - DETAILS, tbl_assessment_details, ADD, 39
47, Sarabia, 2018-12-05 14:39:22, Business Lines, tbl_application_business_line, UPDATE, 39
47, Sarabia, 2018-12-05 14:39:22, Application - EMPLOYEES, tbl_application_form, UPDATE, 39
47, Sarabia, 2018-12-05 14:39:27, Assessment - ASSESSED, tbl_assessment, ADD, 39
47, Sarabia, 2018-12-05 14:39:27, Assessment - ASSESSED, tbl_assessment_fees, ADD, 39
47, Sarabia, 2018-12-05 14:39:27, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 39
52, Pabalan, 2018-12-05 14:40:04, Assessment - DETAILS, tbl_assessment_details, ADD, 36
52, Pabalan, 2018-12-05 14:40:04, Business Lines, tbl_application_business_line, UPDATE, 36
52, Pabalan, 2018-12-05 14:40:04, Application - EMPLOYEES, tbl_application_form, UPDATE, 36
52, Pabalan, 2018-12-05 14:40:07, Assessment - ASSESSED, tbl_assessment, ADD, 36
52, Pabalan, 2018-12-05 14:40:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 36
52, Pabalan, 2018-12-05 14:40:07, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 36
70, Bermejo, 2018-12-05 14:40:36, Assessment - APPROVED, tbl_assessment, UPDATE, 39
70, Bermejo, 2018-12-05 14:41:15, Assessment - APPROVED, tbl_assessment, UPDATE, 40
52, Pabalan, 2018-12-05 14:41:35, Assessment - DETAILS, tbl_assessment_details, ADD, 37
52, Pabalan, 2018-12-05 14:41:35, Business Lines, tbl_application_business_line, UPDATE, 37
52, Pabalan, 2018-12-05 14:41:35, Application - EMPLOYEES, tbl_application_form, UPDATE, 37
52, Pabalan, 2018-12-05 14:41:38, Assessment - ASSESSED, tbl_assessment, ADD, 37
52, Pabalan, 2018-12-05 14:41:38, Assessment - ASSESSED, tbl_assessment_fees, ADD, 37
52, Pabalan, 2018-12-05 14:41:38, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 37
70, Bermejo, 2018-12-05 14:42:39, Assessment - APPROVED, tbl_assessment, UPDATE, 35
70, Bermejo, 2018-12-05 14:43:24, Assessment - APPROVED, tbl_assessment, UPDATE, 34
70, Bermejo, 2018-12-05 14:44:15, Assessment - APPROVED, tbl_assessment, UPDATE, 37
70, Bermejo, 2018-12-05 14:44:51, Assessment - APPROVED, tbl_assessment, UPDATE, 36
47, Sarabia, 2018-12-05 14:45:03, Assessment - DETAILS, tbl_assessment_details, ADD, 41
47, Sarabia, 2018-12-05 14:45:03, Business Lines, tbl_application_business_line, UPDATE, 41
47, Sarabia, 2018-12-05 14:45:03, Application - EMPLOYEES, tbl_application_form, UPDATE, 41
47, Sarabia, 2018-12-05 14:45:12, Assessment - ASSESSED, tbl_assessment, ADD, 41
47, Sarabia, 2018-12-05 14:45:12, Assessment - ASSESSED, tbl_assessment_fees, ADD, 41
47, Sarabia, 2018-12-05 14:45:12, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 41
47, Sarabia, 2018-12-05 14:45:38, Assessment - DETAILS, tbl_assessment_details, ADD, 42
47, Sarabia, 2018-12-05 14:45:38, Business Lines, tbl_application_business_line, UPDATE, 42
47, Sarabia, 2018-12-05 14:45:38, Application - EMPLOYEES, tbl_application_form, UPDATE, 42
47, Sarabia, 2018-12-05 14:45:45, Assessment - ASSESSED, tbl_assessment, ADD, 42
47, Sarabia, 2018-12-05 14:45:45, Assessment - ASSESSED, tbl_assessment_fees, ADD, 42
47, Sarabia, 2018-12-05 14:45:45, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 42
70, Bermejo, 2018-12-05 14:45:50, Assessment - APPROVED, tbl_assessment, UPDATE, 41
70, Bermejo, 2018-12-05 14:46:21, Assessment - APPROVED, tbl_assessment, UPDATE, 42
47, Sarabia, 2018-12-05 14:49:56, Assessment - DETAILS, tbl_assessment_details, ADD, 43
47, Sarabia, 2018-12-05 14:49:56, Business Lines, tbl_application_business_line, UPDATE, 43
47, Sarabia, 2018-12-05 14:49:56, Application - EMPLOYEES, tbl_application_form, UPDATE, 43
47, Sarabia, 2018-12-05 14:50:01, Assessment - ASSESSED, tbl_assessment, ADD, 43
47, Sarabia, 2018-12-05 14:50:01, Assessment - ASSESSED, tbl_assessment_fees, ADD, 43
47, Sarabia, 2018-12-05 14:50:01, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 43
70, Bermejo, 2018-12-05 14:51:50, Assessment - APPROVED, tbl_assessment, UPDATE, 43
47, Sarabia, 2018-12-05 14:52:20, Assessment - DETAILS, tbl_assessment_details, ADD, 44
47, Sarabia, 2018-12-05 14:52:28, Assessment - DETAILS, tbl_assessment_details, ADD, 44
47, Sarabia, 2018-12-05 14:52:38, Assessment - DETAILS, tbl_assessment_details, ADD, 44
47, Sarabia, 2018-12-05 14:52:46, Assessment - DETAILS, tbl_assessment_details, ADD, 44
47, Sarabia, 2018-12-05 14:52:49, Assessment - DETAILS, tbl_assessment_details, ADD, 44
47, Sarabia, 2018-12-05 14:53:28, Assessment - ASSESSED, tbl_assessment, ADD, 44
47, Sarabia, 2018-12-05 14:53:28, Assessment - ASSESSED, tbl_assessment_fees, ADD, 44
47, Sarabia, 2018-12-05 14:53:28, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 44
48, Bonjibod, 2018-12-05 15:25:07, Assessment - DETAILS, tbl_assessment_details, ADD, 38
48, Bonjibod, 2018-12-05 15:25:07, Business Lines, tbl_application_business_line, UPDATE, 38
48, Bonjibod, 2018-12-05 15:25:07, Application - EMPLOYEES, tbl_application_form, UPDATE, 38
48, Bonjibod, 2018-12-05 15:25:11, Assessment - ASSESSED, tbl_assessment, ADD, 38
48, Bonjibod, 2018-12-05 15:25:11, Assessment - ASSESSED, tbl_assessment_fees, ADD, 38
48, Bonjibod, 2018-12-05 15:25:11, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 38
48, Bonjibod, 2018-12-05 15:25:32, Assessment - DETAILS, tbl_assessment_details, ADD, 45
48, Bonjibod, 2018-12-05 15:25:32, Business Lines, tbl_application_business_line, UPDATE, 45
48, Bonjibod, 2018-12-05 15:25:32, Application - EMPLOYEES, tbl_application_form, UPDATE, 45
48, Bonjibod, 2018-12-05 15:25:36, Assessment - ASSESSED, tbl_assessment, ADD, 45
48, Bonjibod, 2018-12-05 15:25:36, Assessment - ASSESSED, tbl_assessment_fees, ADD, 45
48, Bonjibod, 2018-12-05 15:25:36, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 45
70, Bermejo, 2018-12-05 15:29:10, Assessment - APPROVED, tbl_assessment, UPDATE, 45
70, Bermejo, 2018-12-05 15:29:43, Assessment - APPROVED, tbl_assessment, UPDATE, 38
47, Sarabia, 2018-12-06 13:38:57, Assessment - DETAILS, tbl_assessment_details, ADD, 1695
47, Sarabia, 2018-12-06 13:38:57, Business Lines, tbl_application_business_line, UPDATE, 1695
47, Sarabia, 2018-12-06 13:38:57, Application - EMPLOYEES, tbl_application_form, UPDATE, 1695
47, Sarabia, 2018-12-06 13:39:11, Assessment - ASSESSED, tbl_assessment, ADD, 1695
47, Sarabia, 2018-12-06 13:39:11, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1695
47, Sarabia, 2018-12-06 13:39:11, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1695
48, Bonjibod, 2018-12-06 14:02:56, Assessment - DETAILS, tbl_assessment_details, ADD, 1696
48, Bonjibod, 2018-12-06 14:02:56, Business Lines, tbl_application_business_line, UPDATE, 1696
48, Bonjibod, 2018-12-06 14:02:56, Application - EMPLOYEES, tbl_application_form, UPDATE, 1696
48, Bonjibod, 2018-12-06 14:03:08, Assessment - ASSESSED, tbl_assessment, ADD, 1696
48, Bonjibod, 2018-12-06 14:03:08, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1696
48, Bonjibod, 2018-12-06 14:03:08, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1696
48, Bonjibod, 2018-12-06 14:29:55, Assessment - DETAILS, tbl_assessment_details, ADD, 1700
48, Bonjibod, 2018-12-06 14:29:55, Business Lines, tbl_application_business_line, UPDATE, 1700
48, Bonjibod, 2018-12-06 14:29:55, Application - EMPLOYEES, tbl_application_form, UPDATE, 1700
48, Bonjibod, 2018-12-06 14:30:08, Assessment - ASSESSED, tbl_assessment, ADD, 1700
48, Bonjibod, 2018-12-06 14:30:09, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1700
48, Bonjibod, 2018-12-06 14:30:09, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1700
48, Bonjibod, 2018-12-06 14:30:49, Assessment - DETAILS, tbl_assessment_details, ADD, 1698
48, Bonjibod, 2018-12-06 14:30:49, Business Lines, tbl_application_business_line, UPDATE, 1698
48, Bonjibod, 2018-12-06 14:30:49, Application - EMPLOYEES, tbl_application_form, UPDATE, 1698
47, Sarabia, 2018-12-06 14:35:24, Assessment - DETAILS, tbl_assessment_details, ADD, 1701
47, Sarabia, 2018-12-06 14:35:24, Business Lines, tbl_application_business_line, UPDATE, 1701
47, Sarabia, 2018-12-06 14:35:24, Application - EMPLOYEES, tbl_application_form, UPDATE, 1701
47, Sarabia, 2018-12-06 14:35:50, Assessment - ASSESSED, tbl_assessment, ADD, 1701
47, Sarabia, 2018-12-06 14:35:50, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1701
47, Sarabia, 2018-12-06 14:35:50, Billing, tbl_billing_fees, ADD, 1701
47, Sarabia, 2018-12-06 14:35:50, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1701
48, Bonjibod, 2018-12-06 14:37:25, Assessment - ASSESSED, tbl_assessment, ADD, 1698
48, Bonjibod, 2018-12-06 14:37:25, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1698
48, Bonjibod, 2018-12-06 14:37:25, Billing, tbl_billing_fees, ADD, 1698
48, Bonjibod, 2018-12-06 14:37:25, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1698
70, Bermejo, 2018-12-06 14:46:41, Assessment - APPROVED, tbl_assessment, UPDATE, 1695
70, Bermejo, 2018-12-06 14:47:41, Assessment - APPROVED, tbl_assessment, UPDATE, 1698
70, Bermejo, 2018-12-06 14:48:55, Assessment - APPROVED, tbl_assessment, UPDATE, 1701
70, Bermejo, 2018-12-06 14:50:09, Assessment - APPROVED, tbl_assessment, UPDATE, 1696
70, Bermejo, 2018-12-06 14:50:58, Assessment - APPROVED, tbl_assessment, UPDATE, 1700
47, Sarabia, 2018-12-06 14:53:18, Assessment - DETAILS, tbl_assessment_details, ADD, 1697
47, Sarabia, 2018-12-06 14:53:18, Business Lines, tbl_application_business_line, UPDATE, 1697
47, Sarabia, 2018-12-06 14:53:18, Application - EMPLOYEES, tbl_application_form, UPDATE, 1697
47, Sarabia, 2018-12-06 15:07:17, Assessment - ASSESSED, tbl_assessment, ADD, 1698
47, Sarabia, 2018-12-06 15:07:17, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1698
47, Sarabia, 2018-12-06 15:07:17, Billing, tbl_billing_fees, ADD, 1698
47, Sarabia, 2018-12-06 15:07:17, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1698
70, Bermejo, 2018-12-06 15:08:37, Assessment - APPROVED, tbl_assessment, UPDATE, 1698
48, Bonjibod, 2018-12-11 15:34:14, Assessment - DETAILS, tbl_assessment_details, ADD, 1729
48, Bonjibod, 2018-12-11 15:34:14, Business Lines, tbl_application_business_line, UPDATE, 1729
48, Bonjibod, 2018-12-11 15:34:14, Application - EMPLOYEES, tbl_application_form, UPDATE, 1729
48, Bonjibod, 2018-12-11 15:34:21, Assessment - ASSESSED, tbl_assessment, ADD, 1729
48, Bonjibod, 2018-12-11 15:34:21, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1729
48, Bonjibod, 2018-12-11 15:34:21, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1729
47, Sarabia, 2018-12-11 15:34:34, Assessment - DETAILS, tbl_assessment_details, ADD, 1643
47, Sarabia, 2018-12-11 15:34:34, Business Lines, tbl_application_business_line, UPDATE, 1643
47, Sarabia, 2018-12-11 15:34:34, Application - EMPLOYEES, tbl_application_form, UPDATE, 1643
47, Sarabia, 2018-12-11 15:34:41, Assessment - ASSESSED, tbl_assessment, ADD, 1643
47, Sarabia, 2018-12-11 15:34:41, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1643
47, Sarabia, 2018-12-11 15:34:41, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1643
48, Bonjibod, 2018-12-11 15:35:15, Assessment - DETAILS, tbl_assessment_details, ADD, 1742
48, Bonjibod, 2018-12-11 15:35:15, Business Lines, tbl_application_business_line, UPDATE, 1742
48, Bonjibod, 2018-12-11 15:35:15, Application - EMPLOYEES, tbl_application_form, UPDATE, 1742
48, Bonjibod, 2018-12-11 15:35:28, Assessment - ASSESSED, tbl_assessment, ADD, 1742
48, Bonjibod, 2018-12-11 15:35:28, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1742
48, Bonjibod, 2018-12-11 15:35:28, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1742
47, Sarabia, 2018-12-11 15:35:57, Assessment - DETAILS, tbl_assessment_details, ADD, 1731
47, Sarabia, 2018-12-11 15:35:57, Business Lines, tbl_application_business_line, UPDATE, 1731
47, Sarabia, 2018-12-11 15:35:57, Application - EMPLOYEES, tbl_application_form, UPDATE, 1731
47, Sarabia, 2018-12-11 15:36:03, Assessment - ASSESSED, tbl_assessment, ADD, 1731
47, Sarabia, 2018-12-11 15:36:03, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1731
47, Sarabia, 2018-12-11 15:36:03, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1731
48, Bonjibod, 2018-12-11 15:37:47, Assessment - DETAILS, tbl_assessment_details, ADD, 587
48, Bonjibod, 2018-12-11 15:37:47, Business Lines, tbl_application_business_line, UPDATE, 587
48, Bonjibod, 2018-12-11 15:37:47, Application - EMPLOYEES, tbl_application_form, UPDATE, 587
48, Bonjibod, 2018-12-11 15:37:51, Assessment - ASSESSED, tbl_assessment, ADD, 587
48, Bonjibod, 2018-12-11 15:37:51, Assessment - ASSESSED, tbl_assessment_fees, ADD, 587
48, Bonjibod, 2018-12-11 15:37:51, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 587
70, Bermejo, 2018-12-11 15:38:03, Assessment - APPROVED, tbl_assessment, UPDATE, 1729
70, Bermejo, 2018-12-11 15:38:44, Assessment - APPROVED, tbl_assessment, UPDATE, 1643
70, Bermejo, 2018-12-11 15:40:22, Assessment - APPROVED, tbl_assessment, UPDATE, 1742
70, Bermejo, 2018-12-11 15:40:51, Assessment - APPROVED, tbl_assessment, UPDATE, 1731
70, Bermejo, 2018-12-11 15:44:26, Assessment - APPROVED, tbl_assessment, UPDATE, 587
70, Bermejo, 2018-12-11 15:48:47, Assessment - APPROVED, tbl_assessment, UPDATE, 1731
47, Sarabia, 2018-12-11 15:51:05, Assessment - DETAILS, tbl_assessment_details, ADD, 1718
47, Sarabia, 2018-12-11 15:51:05, Business Lines, tbl_application_business_line, UPDATE, 1718
47, Sarabia, 2018-12-11 15:51:05, Application - EMPLOYEES, tbl_application_form, UPDATE, 1718
47, Sarabia, 2018-12-11 15:51:10, Assessment - ASSESSED, tbl_assessment, ADD, 1718
47, Sarabia, 2018-12-11 15:51:10, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1718
47, Sarabia, 2018-12-11 15:51:11, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1718
47, Sarabia, 2018-12-11 15:53:33, Assessment - DETAILS, tbl_assessment_details, ADD, 1753
47, Sarabia, 2018-12-11 15:53:33, Business Lines, tbl_application_business_line, UPDATE, 1753
47, Sarabia, 2018-12-11 15:53:33, Application - EMPLOYEES, tbl_application_form, UPDATE, 1753
47, Sarabia, 2018-12-11 15:53:39, Assessment - ASSESSED, tbl_assessment, ADD, 1753
47, Sarabia, 2018-12-11 15:53:39, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1753
47, Sarabia, 2018-12-11 15:53:39, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1753
70, Bermejo, 2018-12-11 15:57:53, Assessment - APPROVED, tbl_assessment, UPDATE, 1718
70, Bermejo, 2018-12-11 15:58:41, Assessment - APPROVED, tbl_assessment, UPDATE, 1753
70, Bermejo, 2018-12-11 16:00:01, Assessment - APPROVED, tbl_assessment, UPDATE, 1753
70, Bermejo, 2018-12-11 16:06:25, Assessment - APPROVED, tbl_assessment, UPDATE, 587
47, Sarabia, 2018-12-11 16:14:43, Assessment - DETAILS, tbl_assessment_details, ADD, 841
47, Sarabia, 2018-12-11 16:14:43, Business Lines, tbl_application_business_line, UPDATE, 841
47, Sarabia, 2018-12-11 16:14:43, Application - EMPLOYEES, tbl_application_form, UPDATE, 841
47, Sarabia, 2018-12-11 16:14:50, Assessment - ASSESSED, tbl_assessment, ADD, 841
47, Sarabia, 2018-12-11 16:14:50, Assessment - ASSESSED, tbl_assessment_fees, ADD, 841
47, Sarabia, 2018-12-11 16:14:50, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 841
48, Bonjibod, 2018-12-11 16:16:03, Assessment - DETAILS, tbl_assessment_details, ADD, 1740
48, Bonjibod, 2018-12-11 16:16:03, Business Lines, tbl_application_business_line, UPDATE, 1740
48, Bonjibod, 2018-12-11 16:16:03, Application - EMPLOYEES, tbl_application_form, UPDATE, 1740
48, Bonjibod, 2018-12-11 16:16:15, Assessment - ASSESSED, tbl_assessment, ADD, 1740
48, Bonjibod, 2018-12-11 16:16:15, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1740
48, Bonjibod, 2018-12-11 16:16:15, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1740
34,  Borromeo, 2018-12-11 16:43:51, Assessment - APPROVED, tbl_assessment, UPDATE, 1740
34,  Borromeo, 2018-12-11 16:44:07, Assessment - APPROVED, tbl_assessment, UPDATE, 841
48, Bonjibod, 2019-12-12 11:21:00, Assessment - DETAILS, tbl_assessment_details, ADD, 1643
48, Bonjibod, 2019-12-12 11:21:00, Business Lines, tbl_application_business_line, UPDATE, 1643
48, Bonjibod, 2019-12-12 11:21:00, Application - EMPLOYEES, tbl_application_form, UPDATE, 1643
48, Bonjibod, 2019-12-12 11:21:04, Assessment - ASSESSED, tbl_assessment, ADD, 1643
48, Bonjibod, 2019-12-12 11:21:04, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1643
48, Bonjibod, 2019-12-12 11:21:04, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1643
48, Bonjibod, 2019-12-12 11:21:32, Assessment - DETAILS, tbl_assessment_details, ADD, 1753
48, Bonjibod, 2019-12-12 11:21:32, Business Lines, tbl_application_business_line, UPDATE, 1753
48, Bonjibod, 2019-12-12 11:21:32, Application - EMPLOYEES, tbl_application_form, UPDATE, 1753
47, Sarabia, 2019-12-12 11:21:36, Assessment - DETAILS, tbl_assessment_details, ADD, 1731
47, Sarabia, 2019-12-12 11:21:36, Business Lines, tbl_application_business_line, UPDATE, 1731
47, Sarabia, 2019-12-12 11:21:36, Application - EMPLOYEES, tbl_application_form, UPDATE, 1731
